A-n32-k5,100,843.688169346626,798.0666281034264,800.6078006115558,849.0271671594219,833.149090487461,844.757481780263,925.2701373290473,843.3245255852887,822.3418850495891,848.8406373761641,930.0035575624926,-5.407393738675991,-5.106195665684477,0.632816484428196,-1.2491675529036663,0.12674261326493896,9.669682584929518,-0.04310167838656062,-2.5301153995756467,0.6107076307029786,10.23072165190031
A-n38-k5,100,768.1318037906823,766.2248715351035,764.942146537269,761.4896458393968,810.1277140199853,838.5604677335515,908.6093820994241,771.7780128520512,809.6958092085464,849.6693677209768,905.6421784915881,-0.24825586522628068,-0.41524869009101784,-0.864715914444226,5.467279185949058,9.168825401488151,18.28821272801019,0.47468533959603504,5.411051230107691,10.615048553895532,17.901924386192672
A-n45-k7,100,1199.9759634376967,1165.1894564920553,1159.738673585634,1187.41951298592,1176.1489472551043,1192.011360142497,1345.1976314663284,1186.474815679741,1158.0532718548986,1190.7521633642552,1350.3070397730198,-2.8989336458027712,-3.353174653331454,-1.04639183070009,-1.985624454870966,-0.6637302360942766,12.102048078746511,-1.1251181831407377,-3.493627610897949,-0.7686654028483261,12.527840633128514
A-n55-k9,100,1099.8395308645827,1098.9182439905696,1095.8907280416333,1136.4337819286623,1127.774296148872,1168.7581557830563,1289.972637438796,1144.5616432370946,1123.0904190588778,1166.0855212706801,1287.3348393319582,-0.08376557199110912,-0.3590344511299023,3.3272354772802966,2.5398946392052193,6.26624366413678,17.287349766810973,4.066239766573574,2.1140255047950185,6.023241440869247,17.047514951566217
A-n60-k9,100,1421.882601109253,1372.6320766833173,1367.6462761820433,1452.565122969538,1384.9375732063604,1456.7839746848422,1555.2137784689212,1444.1844049358133,1387.1642654107454,1467.4799601498903,1557.9375273279998,-3.4637546297784314,-3.8144024608570657,2.1578801116455395,-2.5983177425527777,2.4545889757959976,9.377087620008323,1.5684701260963398,-2.4417160510595486,3.2068300860468626,9.568646955283523
A-n61-k9,100,1102.2257523843734,1059.61539653262,1053.2269872961037,1117.2970662933606,1103.7330204349073,1135.180713348368,1239.335326023569,1121.0804906147337,1104.480084055883,1129.4636044228623,1244.3972179900838,-3.8658465164307034,-4.445438240058704,1.3673527293645904,0.13674767145235825,2.9898558342250015,12.439336800341973,1.7106058527096646,0.20452540385968487,2.471168177623051,12.89857956032692
A-n65-k9,100,1239.4202821373278,1197.4936912697035,1212.0015217957762,1252.9545192487876,1267.873013160316,1289.7972116087903,1422.0368091436183,1263.0266296236143,1256.063619772824,1290.5738578404812,1429.4049826319465,-3.382758171047814,-2.2122245969921654,1.0919812517607481,2.2956483311635596,4.064555840944416,14.734027644874097,1.904628141600067,1.3428324415343178,4.127217896978512,15.328513114776376
A-n80-k10,100,1860.9424980238105,1804.8849890176446,1809.1143256815135,1873.8728123200817,1883.9771682508074,1971.95059148814,2001.0524833168558,1878.779491149886,1874.347154856595,1965.8902604881878,2024.2302551128043,-3.0123181702656057,-2.7850496400256763,0.6948261061264571,1.2377959153202271,5.965154408704849,7.528979828330661,0.9584924383755687,0.7203154770778376,5.639495179234417,8.774465479851955
B-n50-k7,100,748.8007847147762,748.2550649014819,744.3390151495403,762.0592734633394,761.0698472937669,790.955287259973,989.9952249953413,759.5883378952175,759.7269673981219,788.8626771507134,984.1669870016673,-0.07287917219560729,-0.5958553538289193,1.7706296546702274,1.6384948880180505,5.629601812083273,32.21076222194904,1.4406439470479868,1.4591574830557321,5.3501402848017845,31.432419288468534
B-n52-k7,100,764.898912299833,760.2795246313009,758.7067147715115,849.9242744743418,764.7859487149108,895.6372766081303,962.8760915165618,849.6206000519625,765.5868595488733,890.1171075088629,962.3898388037416,-0.6039213279363845,-0.8095445592546713,11.115895291164918,-0.014768433201529534,17.09224084463714,25.882790004429193,11.076194042085314,0.08993962966581916,16.37055474853984,25.81921915800738
